Order;Customer;Product;Sales_Value;Quantity_Sold;Shipping_Cost
IN-2014-61414;JJ-15445;FUR-CH-10000027;1377;3;131.92
IN-2014-27303;RA-19885;TEC-PH-10002683;12726;2;131.83
ID-2011-24160;SB-20170;TEC-PH-10002601;578502;1;131.81
IN-2013-49318;LP-17095;TEC-CO-10001703;78579;3;131.73
IN-2014-53070;BE-11455;OFF-AP-10002244;17180004;4;131.73
MX-2012-133942;VM-21685;TEC-AC-10000244;131424;8;131.72
CA-2011-141313;AJ-10780;OFF-AP-10002651;173718;6;131.71
IN-2011-60539;MG-18205;FUR-CH-10004913;84546;6;131.7
CA-2012-133585;CM-12715;FUR-BO-10001811;12279984;6;131.64
US-2011-157385;SC-20095;FUR-CH-10000863;60392;5;131.5
ES-2013-4017249;MV-18190;TEC-CO-10004377;95022;3;131.43
CA-2011-128209;GT-14710;OFF-BI-10001359;2152776;3;131.42
ES-2014-5848816;SP-20650;FUR-BO-10001553;116289;3;131.39
ID-2014-42577;EM-13810;TEC-CO-10002316;1414611;11;131.37
IN-2012-40603;MD-17860;FUR-BO-10003549;698544;4;131.33
ES-2014-3407020;JH-15820;FUR-BO-10001392;1177173;3;131.28
ID-2011-36060;ON-18715;FUR-CH-10000026;59616;5;131.23
CA-2014-147760;KL-16555;FUR-TA-10004575;523764;3;131.23
IN-2011-75526;DM-12955;TEC-PH-10002601;192834;3;131.22
US-2012-128090;JM-15865;TEC-PH-10002624;187996;5;131.22
US-2013-116771;RH-19495;FUR-CH-10000326;503664;7;131.22
US-2011-168494;DV-13045;FUR-TA-10000963;74736;3;131.21
MR-2014-7890;RD-9810;TEC-HEW-10002302;157122;6;131.18
MX-2011-110275;ST-20530;TEC-CO-10002009;75251196;3;131.13
US-2014-108784;DK-12835;FUR-BO-10001483;59256;9;131.11
MX-2014-147480;EB-13750;TEC-PH-10002774;170376;4;131.04
MX-2013-136749;BM-11650;TEC-AC-10004743;8251;5;130.96
US-2013-146066;RB-19465;FUR-TA-10002530;815292;9;130.94
SG-2014-9750;AJ-945;TEC-SHA-10000052;192672;8;130.88
IN-2014-74588;OT-18730;TEC-CO-10000794;17595135;5;130.81
MX-2014-154480;BV-11245;FUR-TA-10004937;232064;5;130.77
US-2014-147501;KL-16555;OFF-AP-10002317;100176;5;130.68
IT-2013-4354136;EH-14005;OFF-ST-10000430;71928;6;130.64
CA-2012-121797;CC-12145;TEC-MA-10000488;1919976;3;130.61
IT-2013-3376681;KC-16675;FUR-CH-10000399;29862;2;130.57
US-2014-104808;PO-18850;TEC-AC-10000244;394272;4;130.44
MX-2013-155705;RF-19840;TEC-CO-10000222;67879968;6;130.38
ES-2014-4535588;MG-17695;FUR-BO-10003103;616815;3;130.36
CG-2014-5280;LL-6840;TEC-APP-10003032;67896;4;130.35
CA-2014-155075;GW-14605;OFF-BI-10003650;631176;4;130.32
IN-2013-28892;CK-12595;TEC-CO-10001626;12263445;5;130.25
CG-2014-9530;GT-4755;FUR-OFF-10003688;55392;4;130.25
SF-2014-4490;CC-2685;FUR-BEV-10004805;184266;2;130.25
US-2012-104983;PO-19180;TEC-CO-10003931;10582792;5;130.14
ES-2014-3129163;LO-17170;TEC-CO-10001413;151356;4;130.1
CA-2012-110016;BT-11395;FUR-CH-10002880;110691;9;129.93
IN-2014-26071;MC-17635;TEC-CO-10004267;10311;7;129.83
ID-2014-54071;JG-15310;TEC-PH-10004261;3430971;3;129.81
IN-2012-58754;SW-20755;TEC-CO-10001766;6201585;3;129.71
MX-2013-148012;PH-18790;TEC-PH-10002780;128556;3;129.63
MX-2012-113817;DE-13255;TEC-AC-10000501;8661;5;129.57
IN-2014-17615;BM-11785;TEC-AC-10001995;99012;4;129.54
US-2014-122714;HG-14965;OFF-BI-10001120;188999;5;129.51
ID-2012-52979;KH-16690;FUR-TA-10003222;1085553;3;129.5
SA-2013-7790;RF-9345;TEC-SHA-10000306;9504;4;129.49
MX-2011-114405;AJ-10945;TEC-AC-10004626;102624;6;129.48
ES-2012-4834117;SC-20020;TEC-PH-10003620;355725;3;129.39
IN-2014-45622;DW-13585;TEC-PH-10002104;127197;9;129.37
PL-2014-3190;KB-6315;FUR-CHR-10002686;44562;1;129.37
IN-2014-19911;ED-13885;FUR-BO-10001580;73764;6;129.31
MX-2013-129847;BP-11155;TEC-CO-10001468;127017456;6;129.28
ES-2011-5911716;JK-15640;FUR-BO-10004834;154224;9;129.28
CM-2012-6780;EM-4065;FUR-RUB-10002067;151914;14;129.28
US-2013-167339;TD-20995;FUR-CH-10000785;1013488;7;129.27
ES-2012-5514830;FO-14305;TEC-MA-10003812;213192;8;129.26
US-2014-159884;BT-11530;TEC-PH-10002774;127782;5;129.15
CA-2011-125731;CL-12565;FUR-CH-10003973;148704;5;129.1
ES-2013-1270183;MG-17680;FUR-BO-10002632;104055;7;129.06
IN-2011-60560;ML-18265;TEC-CO-10004535;143154;5;129.06
IN-2011-81833;TS-21610;TEC-PH-10004575;257112;4;129
SF-2013-9730;RW-9540;FUR-OFF-10004214;93936;2;128.95
IN-2013-83485;DL-12925;FUR-BO-10002793;157392;8;128.94
MX-2011-159961;JK-16090;FUR-TA-10004406;1587168;6;128.9
ES-2011-3805636;GT-14710;FUR-BO-10004053;72372;2;128.88
ES-2013-2509119;JM-15655;FUR-BO-10004254;123525;3;128.82
US-2011-114342;LB-16735;FUR-BO-10004340;705072;4;128.72
ES-2014-2114988;ND-18460;TEC-MA-10000982;846288;3;128.71
ID-2012-66503;PS-19045;TEC-MA-10004172;13196502;6;128.71
MX-2011-118983;AD-10180;FUR-CH-10004993;5374;5;128.49
CA-2013-136406;BD-11320;FUR-CH-10002024;1121568;2;128.48
IN-2014-38930;PV-18985;FUR-CH-10004600;576;8;128.44
ES-2012-2942603;VS-21820;FUR-BO-10003738;985284;3;128.38
ES-2013-4636934;CW-11905;OFF-AR-10004881;26658;6;128.32
US-2011-133949;JL-15175;TEC-PH-10004908;475944;7;128.31
ID-2013-33421;EB-13840;FUR-TA-10002957;5349555;3;128.3
CA-2011-134572;SV-20365;FUR-TA-10001705;7441;5;128.29
ES-2012-4913400;CW-11905;TEC-PH-10004823;1621953;3;128.26
IN-2011-71242;CC-12670;OFF-ST-10004768;1249857;7;128.26
IN-2013-20303;KC-16540;TEC-CO-10000208;1711125;5;128.23
IN-2013-55674;CP-12085;FUR-BO-10001501;1298241;5;128.18
IN-2012-86509;BF-11275;TEC-CO-10004182;38019;1;128.15
ID-2011-41443;TT-21070;OFF-ST-10004315;878223;5;128.13
CA-2012-135174;BP-11230;TEC-PH-10001530;102297;5;128.09
IT-2011-1549226;DL-13330;OFF-AR-10001759;32718;14;128.05
ID-2011-47575;CM-12385;TEC-PH-10001921;921375;9;128.01
IZ-2013-1040;CK-2325;TEC-HP -10003894;144084;4;127.99
ID-2013-23299;TT-21220;FUR-CH-10001207;10060641;3;127.9
MX-2013-100531;JF-15295;FUR-BO-10000567;697584;4;127.85
IT-2014-1420868;BP-11095;FUR-BO-10004704;31335;5;127.82
IN-2014-17349;RB-19570;OFF-ST-10001357;118764;6;127.81
ID-2014-28822;MC-18100;TEC-MA-10003101;949104;4;127.73
IN-2012-40211;DP-13165;TEC-CO-10004897;146925;5;127.72
IN-2012-35143;RO-19780;OFF-AP-10002312;263685;5;127.71
MX-2013-130526;JG-15115;FUR-CH-10001130;72948;6;127.7
ID-2013-30537;JH-15430;FUR-TA-10003893;9909516;4;127.59
IN-2014-36690;DW-13195;FUR-TA-10001056;636489;1;127.59
MX-2011-117107;JG-15115;TEC-CO-10001933;119017488;6;127.49
ES-2014-4622860;DB-13210;FUR-BO-10003541;741852;2;127.48
CA-2014-147291;MJ-17740;OFF-BI-10003091;89592;4;127.4
MX-2011-147781;JL-15835;OFF-ST-10000886;39498;3;127.29
IZ-2012-3990;DV-3465;TEC-CAN-10004291;15132;4;127.29
SA-2014-3870;MY-7380;FUR-SAF-10000085;156456;4;127.29
CA-2013-105459;NP-18700;OFF-ST-10000078;159102;6;127.26
BO-2014-9490;PB-9150;TEC-CIS-10002259;130296;2;127.26
CA-2012-155600;RO-19780;OFF-BI-10000545;1598058;7;127.2
IN-2013-85186;AG-10390;TEC-CO-10000415;89244;6;127.19
CA-2014-105914;PV-18985;OFF-ST-10003716;157514;7;127.15
US-2014-120390;TH-21550;OFF-BI-10004995;1633188;4;127.1
IN-2011-38965;EP-13915;FUR-CH-10003692;85095;5;127.09
ES-2011-2187197;DP-13165;OFF-AP-10002361;1666656;6;127.07
IN-2013-47197;AA-10645;FUR-BO-10002990;16308;5;127.04
IT-2011-4409734;DK-13375;FUR-CH-10004774;13806;6;127.03
IN-2014-32784;MC-17845;TEC-PH-10002601;128556;2;127
CA-2011-125997;MW-18220;FUR-CH-10001394;631782;2;126.98
CA-2014-112753;CC-12670;FUR-BO-10004015;9179235;9;126.97
IN-2013-72901;LT-16765;FUR-CH-10002060;9618;7;126.91
US-2012-108420;BP-11185;TEC-CO-10001177;64920492;7;126.87
IN-2012-11476;HH-15010;TEC-AC-10002533;8022;7;126.84
IN-2011-81301;BD-11635;TEC-PH-10000412;4905;6;126.8
CA-2013-168893;AP-10915;FUR-TA-10003392;84294;3;126.79
MX-2011-167066;LP-17095;TEC-CO-10002113;58598568;6;126.77
ES-2013-1218192;ZC-21910;TEC-CO-10004034;94977;3;126.67
CA-2011-128524;MZ-17515;OFF-BI-10003527;2033584;2;126.65
ES-2014-5749799;KW-16570;FUR-CH-10001726;471;5;126.61
ID-2014-54071;JG-15310;FUR-BO-10001541;3098844;4;126.59
ID-2013-49248;CM-11830;TEC-CO-10002035;9496872;4;126.57
IN-2012-67931;JF-15190;FUR-BO-10000203;2438667;7;126.56
IN-2013-65068;BF-11005;FUR-BO-10002031;43734;1;126.41
MX-2012-129028;LT-16765;FUR-CH-10004572;62656;2;126.39
EG-2012-5810;JB-6045;TEC-PAN-10002884;62418;2;126.38
TU-2011-9230;JF-5190;FUR-OFF-10002542;1503744;8;126.17
IN-2013-81504;AB-10600;OFF-AP-10000108;207504;4;126.15
ES-2014-5767912;AS-10045;TEC-AC-10003265;2070;8;126.1
IN-2013-59580;TR-21325;FUR-CH-10003581;1636956;4;126.08
CA-2012-158421;GB-14575;FUR-CH-10000309;169004;4;126.03
IN-2014-23124;AJ-10780;FUR-BO-10004852;87198;2;126.02
MX-2013-158701;CM-12235;FUR-BO-10000624;58348;2;125.9
ES-2014-2967876;DV-13045;FUR-CH-10004592;1076247;9;125.9
ES-2014-5567912;CS-12175;OFF-AP-10003618;105402;2;125.89
AO-2011-4780;BS-1800;TEC-MEM-10002202;98568;4;125.89
CG-2013-3660;MR-7545;FUR-SAU-10004053;7884;4;125.79
ID-2013-73069;JF-15565;FUR-BO-10002387;1751625;5;125.67
MX-2011-109715;MD-17350;TEC-CO-10003964;10531894;5;125.62
US-2013-151008;DB-13660;TEC-CO-10003655;45255444;3;125.59
IN-2014-15662;LB-16795;TEC-MA-10003492;1611;6;125.54
ID-2012-14262;EM-14065;FUR-BO-10004911;56511;5;125.5
IT-2014-2500344;NL-18310;FUR-TA-10003354;1363905;5;125.48
MX-2014-152184;CA-12775;OFF-AP-10004994;66684;2;125.48
IN-2013-70178;PO-19180;TEC-CO-10003589;119832;4;125.46
MX-2013-114013;HE-14800;TEC-PH-10003157;73944;9;125.38
IN-2011-79397;KN-16450;OFF-AP-10000304;276102;1;125.32
ID-2014-37894;KL-16645;FUR-BO-10002031;1049616;4;125.32
ES-2014-5481990;BG-11740;FUR-FU-10001086;66672;6;125.29
IN-2012-63262;NR-18550;TEC-CO-10002911;76038;2;125.22
CA-2014-152975;RB-19705;FUR-CH-10003298;58941;5;125.19
ES-2011-5340910;PS-18760;FUR-BO-10000936;51381;3;125.15
US-2012-164308;SC-20680;TEC-PH-10004120;82194;6;125.04
IT-2014-2449347;JC-15340;OFF-ST-10000952;318675;5;124.98
ES-2012-1001305;LC-17140;OFF-ST-10004855;35802;2;124.98
CA-2012-126557;RL-19615;TEC-PH-10000526;537544;7;124.92
ES-2014-1343492;NF-18385;TEC-CO-10001596;16160625;5;124.8
CA-2012-109337;DL-13330;TEC-AC-10000990;39354;3;124.78
SG-2013-6790;BS-1665;OFF-HOO-10001105;52701;1;124.75
IN-2014-82449;DL-13315;TEC-CO-10004343;86796;4;124.74
ES-2013-2339975;MO-17950;TEC-CO-10002769;14979;5;124.7
IN-2014-27352;NG-18430;FUR-CH-10002247;2068335;5;124.7
IN-2012-74392;VW-21775;FUR-BO-10004399;69048;4;124.69
ID-2014-51509;NP-18325;FUR-CH-10000994;43398;5;124.63
IN-2013-82554;RD-19660;TEC-CO-10001445;112872;8;124.57
CA-2014-123372;DG-13300;TEC-PH-10002834;197989;11;124.56
ES-2014-4798738;HJ-14875;OFF-AP-10002330;1955124;4;124.52
ES-2014-2105640;CV-12805;OFF-ST-10002354;59094;3;124.48
ES-2013-3158245;CA-12775;FUR-TA-10002868;1184391;6;124.48
ZA-2013-9800;TA-11385;FUR-SAU-10004653;174396;4;124.45
ID-2014-41597;MG-17680;TEC-PH-10003239;7935879;7;124.42
IN-2014-21171;BD-11320;FUR-TA-10000283;1487724;4;124.4
IT-2013-2598339;BG-11695;TEC-CO-10001633;5877;4;124.39
IN-2012-47008;FG-14260;TEC-CO-10002350;11349;3;124.29
GV-2013-5210;JM-5655;OFF-HOO-10001881;56661;1;124.25
MO-2011-590;SM-10320;TEC-HEW-10001074;128544;4;124.23
NI-2012-1040;JS-5880;OFF-BRE-10002706;89955;10;124.16
ES-2014-2433620;RA-19945;FUR-TA-10002467;1117701;2;124.15
ES-2012-4099024;JL-15835;OFF-AP-10001926;1345329;3;124.15
IT-2013-1005179;PK-19075;FUR-CH-10002610;874962;6;124.14
CA-2014-111689;HP-14815;FUR-CH-10004287;12429;5;124.14
MX-2014-141208;AG-10330;FUR-TA-10004801;18381;3;124.1
MX-2014-152114;BM-11650;TEC-CO-10004690;14365212;6;124.05
IN-2012-66531;KW-16570;TEC-PH-10000303;127248;2;124.04
CT-2014-5650;JE-6165;OFF-HAM-10000312;100026;2;124.02
CA-2011-103429;LW-16825;TEC-PH-10003505;464;5;123.97
MX-2014-114195;RD-19900;FUR-CH-10000892;738288;3;123.92
IN-2012-46336;DL-12865;TEC-CO-10000953;972567;3;123.88
MX-2013-103744;CS-12400;FUR-CH-10001130;6079;5;123.87
IN-2013-26659;AB-10600;TEC-MA-10003773;8691;5;123.84
MX-2014-168088;OT-18730;FUR-CH-10002093;39888;4;123.84
ES-2014-1224526;TH-21235;TEC-CO-10002937;2907;2;123.83
IN-2014-15382;NP-18685;FUR-CH-10002247;10065897;3;123.83
IN-2013-22578;AB-10015;FUR-BO-10001192;660312;2;123.82
CA-2014-105669;SJ-20125;TEC-PH-10002415;141576;6;123.82
CA-2013-149279;CL-12700;FUR-CH-10004287;132576;6;123.77
IN-2012-62688;RE-19405;TEC-CO-10000447;11403;3;123.67
MX-2013-109799;AG-10765;TEC-AC-10004743;8251;5;123.63
MX-2014-136889;GB-14575;TEC-CO-10003212;97281048;6;123.5
US-2011-151967;MD-17860;FUR-BO-10002084;72372;5;123.48
IT-2014-3090371;KD-16345;FUR-FU-10001438;8796;8;123.42
ES-2012-4803808;YS-21880;TEC-AC-10000089;128175;5;123.36
CA-2013-113831;AH-10690;FUR-TA-10002645;22755;10;123.34
US-2011-161613;MC-17605;FUR-CH-10003746;674058;3;123.32
CA-2014-121888;CL-11890;FUR-BO-10002545;78294;3;123.26
IN-2014-55065;PG-18820;TEC-MA-10002148;183918;7;123.24
IN-2014-75785;KW-16570;TEC-CO-10004535;127248;4;123.23
ES-2012-1590672;JC-16105;TEC-MA-10002771;807084;3;123.08
CA-2013-118745;SV-20365;FUR-TA-10003473;902712;3;123.06
BU-2011-7450;DE-3255;TEC-APP-10004657;12726;2;123.03
ES-2013-4777583;CM-11830;FUR-BO-10002632;8919;6;123.01
US-2011-132591;JM-15580;TEC-PH-10001146;8498;5;123
IN-2013-63542;MH-17290;OFF-ST-10000103;9945;5;123
ES-2014-4245621;AH-10030;TEC-CO-10002284;159066;6;122.96
IN-2013-22333;SH-20635;TEC-MA-10003492;8055;3;122.95
ES-2014-5249912;TH-21550;TEC-CO-10004169;89838;7;122.94
CA-2011-124618;CS-11860;TEC-CO-10004202;479984;2;122.9
NI-2011-1550;JD-6015;OFF-HOO-10003653;683064;4;122.78
ES-2012-1491373;CM-11815;TEC-PH-10004505;1593375;5;122.75
IT-2014-1874749;IM-15070;FUR-BO-10000514;127512;7;122.72
IT-2013-4602742;ML-17395;OFF-ST-10000632;447552;8;122.68
IT-2014-3396005;JS-15880;FUR-CH-10000969;1102536;3;122.67
ES-2013-4250728;JG-15805;TEC-CO-10002423;591948;12;122.65
IT-2011-3468929;AS-10045;TEC-PH-10003963;496584;6;122.65
ES-2014-2933395;JP-15460;OFF-AP-10001926;896886;2;122.64
US-2012-126977;PF-19120;FUR-BO-10002213;200392;5;122.58
ES-2011-3617816;NP-18700;TEC-AC-10001056;12948;5;122.55
IN-2013-17041;SO-20335;OFF-ST-10002650;4128;2;122.47
ES-2014-2899641;FO-14305;FUR-CH-10002816;54783;3;122.44
EG-2014-5980;CR-2730;TEC-MEM-10004524;41508;4;122.41
AG-2014-4290;RC-9960;TEC-NOK-10000784;1008;8;122.39
ES-2011-5185093;AG-10495;OFF-AP-10002397;1889055;7;122.35
MX-2013-121370;CM-11830;FUR-BO-10001779;70154;7;122.34
CA-2011-112158;DP-13165;FUR-BO-10003272;88392;5;122.33
ES-2011-4253699;AO-10810;FUR-BO-10004388;14514;4;122.29
ID-2013-32903;SW-20755;OFF-ST-10002292;1679616;9;122.24
ID-2013-25742;SC-20695;TEC-CO-10003522;46098;6;122.23
CA-2013-135776;EH-13765;OFF-ST-10003470;111792;4;122.23
CA-2012-131884;DK-13375;TEC-PH-10001578;48594;2;122.2
RS-2014-1940;PV-8985;FUR-NOV-10002655;10017;6;122.18
ES-2013-2638509;MD-17350;TEC-CO-10002916;67554;5;122.15
ID-2014-19813;TB-21400;FUR-TA-10003228;689136;2;122.1
CA-2011-160766;DM-13015;OFF-AP-10002945;6013;2;122.09
US-2014-119480;GH-14425;OFF-ST-10001346;41088;8;122.04
RW-2013-8370;TB-11250;TEC-BRO-10003986;86598;6;122.02
IT-2013-2418506;JB-16045;TEC-MA-10000875;1508256;8;121.91
CA-2012-165050;AH-10210;TEC-PH-10001336;77394;6;121.91
CA-2011-101560;CS-12250;FUR-FU-10003773;3976;5;121.91
MX-2014-106355;SG-20605;TEC-CO-10004234;148284836;7;121.9
CA-2014-147956;AH-10210;OFF-ST-10001097;100362;6;121.83
TU-2013-3820;RA-9285;OFF-CUI-10000682;1724928;8;121.79
MX-2011-151862;RL-19615;FUR-CH-10004669;15265;5;121.73
ID-2011-23068;EB-13870;OFF-BI-10000389;3800736;9;121.7
SF-2013-6200;MG-8205;FUR-HAR-10002697;47118;1;121.68
EG-2013-2110;MY-8295;FUR-HON-10003533;183852;4;121.59
IN-2013-20177;RW-19690;OFF-ST-10003953;642;5;121.56
ES-2012-2943937;CS-12505;FUR-BO-10000279;370899;1;121.47
ES-2014-3491817;KH-16690;TEC-CO-10003965;7365;5;121.47
CA-2012-110863;AA-10645;FUR-CH-10002073;13239;5;121.4
MX-2013-140550;HM-14860;FUR-CH-10004011;2142;7;121.4
CA-2014-127432;AD-10180;TEC-CO-10003236;299995;5;121.36
US-2014-160591;CA-11965;TEC-PH-10004196;11928;7;121.24
CA-2012-141040;TB-21250;TEC-PH-10001835;63196;4;121.21
RS-2011-3350;MM-8280;FUR-ELD-10004384;465;4;121.21
CA-2011-140662;TS-21205;OFF-PA-10003395;73395;7;121.19
IT-2014-1813491;SR-20425;FUR-BO-10000279;1854495;5;120.99
IT-2014-3541175;VG-21790;TEC-MA-10001792;7786935;3;120.98
MX-2014-157602;DW-13585;TEC-CO-10001919;85157344;4;120.9
IN-2013-82323;PS-19045;OFF-ST-10002221;12726;6;120.88
ES-2012-5186485;JM-15865;OFF-ST-10002622;541296;7;120.87
CA-2014-7680;BT-1530;FUR-IKE-10001301;74358;6;120.86
MX-2012-154179;ES-14080;TEC-CO-10004367;17618692;7;120.86
CA-2011-131926;DW-13480;OFF-AP-10002945;150325;5;120.84
TO-2012-8930;LS-7245;OFF-BOS-10002472;3888;8;120.81
IN-2012-10146;RE-19450;FUR-BO-10002387;70065;2;120.77
IN-2014-47988;JF-15565;TEC-PH-10001900;7161;5;120.72
IR-2014-3310;TB-11250;FUR-SAF-10002846;1758;4;120.72
US-2012-148880;SH-19975;OFF-AP-10004227;797232;4;120.66
IT-2013-4180226;MS-17830;FUR-CH-10001039;403866;3;120.57
IT-2011-2421873;LH-17155;OFF-AP-10001178;855225;3;120.5
IN-2011-24055;TB-21520;OFF-AP-10003598;8620878;2;120.5
ID-2012-70843;AB-10255;TEC-AC-10000866;12237912;9;120.49
IN-2013-46252;ZC-21910;TEC-MA-10004666;123696;4;120.39
IN-2012-26099;TH-21115;TEC-CO-10003506;14997;5;120.33
CA-2014-134845;SR-20425;TEC-MA-10000822;2549985;5;120.31
US-2013-108504;PP-18955;TEC-PH-10003645;48483;3;120.28
CA-2014-142034;KB-16240;TEC-AC-10000990;6559;5;120.28
CG-2013-6080;LC-6885;TEC-HP -10004590;60276;2;120.25
IZ-2014-7180;DW-3480;FUR-HON-10000103;6546;4;120.16
US-2014-120166;FH-14275;FUR-TA-10000310;84232;5;120.11
CM-2013-70;AC-660;TEC-PAN-10000092;123696;4;119.92
IN-2014-71690;EJ-13720;FUR-CH-10002510;550128;8;119.77
IN-2014-73447;RB-19705;TEC-PH-10000303;254496;4;119.73
CA-2014-128944;KH-16330;FUR-CH-10000785;760116;6;119.73
CA-2012-141243;AH-10465;FUR-BO-10003272;13523976;9;119.72
ES-2013-5246151;EM-14095;TEC-AC-10001056;155376;6;119.71
IN-2013-39413;LL-16840;TEC-CO-10000666;78993;3;119.7
IT-2014-5975833;ML-17410;OFF-AP-10000717;831789;3;119.53
ES-2013-2194911;MY-17380;TEC-AC-10004808;170814;7;119.51
ID-2012-70843;AB-10255;FUR-TA-10000962;7943562;2;119.49
ID-2011-71648;CR-12730;TEC-CO-10000825;7437;5;119.49
IN-2013-28297;BO-11350;TEC-CO-10000208;114075;3;119.46
ES-2012-4227357;MG-18145;TEC-PH-10000493;19125;3;119.44
IN-2013-55555;VP-21760;TEC-PH-10004085;8311122;6;119.31
IT-2014-3571683;JC-15340;FUR-BO-10000684;106056;8;119.28
ES-2011-2382517;MR-17545;TEC-AC-10004880;66555;9;119.17
MX-2014-137400;VG-21805;TEC-PH-10001548;58072;7;119.15
IR-2014-4150;DM-3015;FUR-ADV-10000571;87792;8;119.14
IN-2013-73608;MF-17665;TEC-CO-10002057;7128;3;119.11
ES-2013-1001647;DD-13570;FUR-TA-10003790;98904;4;119.1
US-2011-163965;MG-17890;FUR-BO-10004771;1403244;9;119.06
ES-2014-1282315;BW-11110;TEC-PH-10004910;41364;3;119.06
IN-2013-46385;SC-20695;TEC-CO-10004997;114489;3;119.04
MX-2012-109729;JK-16120;FUR-BO-10004924;12921;5;119.03
ES-2013-4398455;PO-18865;OFF-AP-10000864;199824;4;119
CA-2014-153045;NS-18505;FUR-CH-10000309;887271;3;118.98
ID-2012-43711;BE-11410;TEC-MA-10000768;5589552;4;118.92
CA-2011-136567;PS-19045;FUR-TA-10000617;4551;2;118.88
ID-2014-23796;GT-14710;FUR-CH-10001207;183756;5;118.8
MX-2014-124016;AC-10420;FUR-CH-10000892;3445344;14;118.72
IN-2013-72131;KN-16705;TEC-AC-10002883;442638;7;118.72
ES-2013-2041470;AB-10165;FUR-CH-10000663;679671;9;118.67
ID-2011-47575;CM-12385;TEC-CO-10000865;1235286;6;118.63
CA-2012-129917;HM-14980;TEC-PH-10000369;50396;5;118.63
MO-2013-4260;FM-4215;FUR-SAF-10000949;79236;4;118.62
MX-2012-147823;SP-20920;TEC-CO-10001589;151628136;6;118.62
MX-2014-164105;MZ-17335;FUR-BO-10004472;7275;5;118.6
IN-2011-62016;NM-18520;FUR-TA-10000558;10578;2;118.56
IN-2014-16852;GW-14605;TEC-CO-10001407;58716;4;118.43
MX-2014-149734;AR-10570;TEC-PH-10002574;65954;7;118.42
IN-2014-10566;JO-15145;FUR-CH-10001664;113421;7;118.39
CA-2013-168032;DF-13135;TEC-PH-10004241;1439968;4;118.3
IN-2011-52209;VS-21820;OFF-AP-10002104;1666656;6;118.26
CG-2013-2900;TC-11535;FUR-NOV-10000847;91104;2;118.16
US-2011-156762;RR-19525;TEC-PH-10000332;84832;5;118.16
ID-2014-56983;BV-11245;FUR-TA-10003771;1028601;3;118.06
CA-2012-125976;JK-15205;TEC-PH-10002496;187188;12;117.95
CA-2014-137596;BE-11335;TEC-PH-10001494;11998;4;117.82
IN-2012-21682;VS-21820;TEC-CO-10004170;645138;2;117.73
CA-2013-125220;BE-11410;TEC-AC-10003033;164975;5;117.65
ES-2013-4670866;BE-11410;OFF-BI-10001808;44307;9;117.54
MX-2012-168697;BD-11725;OFF-ST-10002251;41734;11;117.54
ES-2012-2766375;EB-13975;OFF-AP-10003618;105402;2;117.48
IN-2013-41569;RP-19390;OFF-ST-10003953;10272;8;117.45
IN-2012-64116;AR-10345;OFF-AP-10000729;8732928;2;117.41
GH-2014-4170;DW-3480;TEC-STA-10004542;56112;14;117.4
MX-2013-144295;MW-18235;OFF-AP-10004627;72412;2;117.4
CA-2012-112452;NC-18340;OFF-AP-10003849;644076;2;117.33
ID-2012-82610;JL-15850;FUR-BO-10001558;612684;6;117.25
IN-2012-47750;NG-18430;TEC-PH-10001921;546;4;117.24
MX-2014-151554;TM-21490;OFF-AP-10004063;107808;3;117.24
MX-2013-115532;GH-14410;FUR-CH-10004572;751872;3;117.19
IN-2012-17209;SW-20755;FUR-TA-10001549;149535;5;117.16
ES-2014-5375927;SB-20185;OFF-AP-10001298;224388;4;117.15
CG-2011-8550;DA-3450;FUR-NOV-10001972;65784;4;117.08
ES-2014-5591557;JL-15235;TEC-CO-10002857;578136;4;116.95
MX-2013-114202;TG-21640;TEC-CO-10001234;10579798;5;116.89
TU-2011-660;MY-8295;FUR-DAN-10004510;578976;4;116.87
IN-2013-76737;KF-16285;FUR-CH-10003841;71076;4;116.79
IN-2014-62156;GM-14455;FUR-BO-10001598;87738;7;116.78
ES-2011-1846006;DW-13480;OFF-SU-10000906;66696;14;116.77
CA-2014-134915;EM-14140;TEC-PH-10001459;671984;2;116.77
ES-2012-1462152;DB-12910;TEC-CO-10000967;89982;3;116.76
IT-2014-3090371;KD-16345;TEC-CO-10002686;815796;3;116.74
CA-2013-165330;WB-21850;FUR-CH-10003774;36392;5;116.69
US-2014-148831;AH-10210;OFF-ST-10002974;34856;8;116.69
SF-2012-6960;RA-9285;TEC-PAN-10002365;5298;2;116.69
UP-2014-830;NG-8430;FUR-BEV-10001217;107016;2;116.69
MX-2013-138093;CB-12415;FUR-TA-10001726;68192;4;116.61
ES-2012-1553989;CT-11995;OFF-ST-10001758;10581;5;116.59
ES-2014-3871836;JA-15970;TEC-MA-10000161;110133;9;116.58
IT-2011-5721470;RA-19915;TEC-CO-10004154;667539;3;116.53
SG-2012-2990;EH-4005;TEC-BRO-10004802;63348;2;116.51
ES-2013-4846912;ML-18040;FUR-CH-10002203;24786;6;116.48
CA-2014-108574;MG-18145;TEC-AC-10002049;111591;9;116.46
ES-2013-3149063;BC-11125;TEC-PH-10004614;62811;7;116.41
ES-2011-5911716;JK-15640;FUR-CH-10003365;1395;3;116.41
IN-2014-14290;SR-20740;TEC-MA-10003441;84807;3;116.27
MX-2013-143000;DN-13690;FUR-TA-10004840;1970496;4;116.24
